ID,Cost
0,718.9158000000018
1,654.8863269950725
2,739.4174000000014
3,436.9665000000008
4,748.0991999999981
5,474.72709999999836
6,752.2308999999989
7,587.2852341748753
8,486.96530000000143
9,393.40060000000074
10,522.793865862068
11,642.0871000000002
12,717.3990999999988
13,595.9689875526811
14,669.2969865517248
15,738.7897999999989
16,484.14109999999914
17,307.3920556449094
18,550.6144000000002
19,564.9446000000013
20,759.6052000000013
21,621.109930689654
22,714.2611000000026
23,682.2826473244295
24,486.756099999999
25,478.4285318074714
26,473.8101689285702
27,592.4457885344834
28,381.98982206896653
29,565.9905999999997
30,444.3931000000009
31,367.33295747126454
32,290.00349999999946
33,474.0994999999981
34,419.91670000000147
35,642.0871000000002
36,582.6762837931034
37,484.14109999999914
38,318.88601456336767
39,688.3726000000015
40,607.0229309920019
41,284.30280000000005
42,603.7440763793112
43,625.246499999999
44,535.9181000000005
45,315.8580951724145
46,402.08239999999944
47,290.84462827586196
48,619.0228000000016
49,324.9967788914138
50,508.5130803448279
51,715.1502000000028
52,693.0440720689646
53,755.9441999999983
54,292.67079999999993
55,734.9719000000007
56,343.6109999999992
57,569.4121020689659
58,500.7202000000003
59,557.8318
60,308.2107920870774
61,416.2557000000013
62,751.1126139285698
63,319.11811496572466
64,435.44980000000055
65,484.14109999999914
66,724.1135427252066
67,453.8586786206879
68,519.7574000000018
69,773.0985999999979
70,419.91670000000147
71,511.42492793103327
72,379.75029999999975
73,396.22480000000166
74,720.1710000000014
75,523.619146336207
76,521.7971000000009
77,352.03130000000044
78,677.2850000000028
79,578.2287999999985
80,277.24230000000057
81,778.590100000001
82,655.7655337931036
83,268.1421000000002
84,365.80964482758657
85,640.518100000001
86,419.91670000000147
87,343.6109999999992
88,588.4841086206895
89,484.14109999999914
90,500.52055827586133
91,662.2225999999986
92,325.61980000000034
93,453.9980851724125
94,625.246499999999
95,382.051500000001
96,455.37610000000075
97,316.00220357142905
98,718.9158000000018
99,462.9596275526822
100,432.05030000000113
101,623.7298000000009
102,677.4956427586219
103,499.2035000000021
104,675.7160000000002
105,363.192814185118
106,642.0871000000002
107,505.28910395402454
108,557.8318
109,282.99530000000027
110,288.80060000000003
111,745.6934000000001
112,767.3456000000004
113,352.03130000000044
114,368.004351206897
115,343.6109999999992
116,722.6814000000012
117,373.9973000000006
118,275.9870999999992
119,670.4860000000006
120,555.2815888793104
121,739.4174000000014
122,500.7202000000003
123,279.1251
124,697.7866000000022
125,495.75170000000014
126,653.5325814285723
127,513.4380312197595
128,324.7307
129,351.7174999999993
130,267.3576000000002
131,349.2594000000007
132,583.1236414782089
133,405.45597244586435
134,610.5501999999988
135,339.897700000001
136,474.0994999999981
137,379.75029999999975
138,733.4018830555567
139,351.0197684051731
140,602.3913999999986
141,532.2828893103463
142,296.60459767860357
143,767.3456000000004
144,588.4413901599625
145,279.1251
146,383.2021000000005
147,542.0895000000014
148,773.098599999998
149,432.05030000000113
150,532.6232000000017
151,269.8371803571431
152,455.37610000000075
153,532.6232000000017
154,569.9676880176519
155,590.9440148214824
156,727.9636999999975
157,661.8258413793089
158,313.0677999999996
159,754.5990680459754
160,424.3019296858363
161,688.3726000000015
162,725.9762999999975
163,779.6883999999993
164,364.4945703448267
165,735.1811000000013
166,417.1616107142871
167,613.7956275492625
168,495.75170000000014
169,484.14109999999914
170,767.3456000000004
171,328.13019999999966
172,339.897700000001
173,339.5061713793102
174,778.590100000001
175,427.76170000000184
176,532.6232000000017
177,610.5501999999985
178,435.44980000000055
179,432.05030000000113
180,733.1937000000028
181,402.76230000000044
182,282.9953000000002
183,295.44269999999966
184,474.62343392857025
185,349.2594000000007
186,769.6990999999989
187,577.7581000000007
188,501.97540000000095
189,612.1192000000008
190,476.53348174229757
191,779.6883999999992
192,416.2557000000013
193,277.03310000000045
194,338.6947999999995
195,654.6048344827573
196,516.7816060024629
197,309.56369999999936
198,578.2287999999985
199,699.9277173431857
200,585.0028697062601
201,650.894059310345
202,610.5501999999988
203,736.907000000002
204,440.1567999999987
205,654.8863269950725
206,366.14261290640513
207,360.39929999999924
208,728.9051000000027
209,312.9109000000004
210,310.50780517241367
211,417.9012674948516
212,367.7736000000004
213,656.2603999999993
214,656.2603999999993
215,363.32809999999915
216,416.25570000000124
217,703.2658710947952
218,457.06325892528776
219,396.22480000000166
220,599.632677195403
221,278.70670000000007
222,477.3944
223,532.6232000000014
224,396.22480000000166
225,353.4123393248492
226,616.9270127586192
227,407.64694365856826
228,535.9181000000005
229,277.86990000000014
230,743.1306999999986
231,310.66199999999924
232,378.0399637506
233,577.9149999999993
234,364.1649000000011
235,708.6649999999984
236,727.9636999999975
237,350.5396679310352
238,473.7333999999988
239,363.32809999999915
240,532.6232000000017
241,725.9707093103473
242,660.9882398467419
243,309.56369999999936
244,532.6232000000017
245,484.14109999999914
246,657.1775545701978
247,427.30585489675025
248,281.4785999999999
249,418.1385000000008
250,656.2603999999993
251,281.4785999999999
252,755.9441999999985
253,364.1649000000011
254,288.80060000000003
255,565.9905999999997
256,708.6649999999984
257,764.2412214285695
258,449.98028494201276
259,725.9762999999975
260,464.3771993011301
261,570.6629737931032
262,612.7207424845269
263,661.9553289655167
264,326.0252151724146
265,394.44650338669965
266,610.5501999999985
267,719.447456551722
268,532.6232000000017
269,364.1649000000011
270,316.16335885057424
271,473.1631496551705
272,693.4980000000021
273,302.36650935550074
274,495.75170000000014
275,735.1811000000013
276,470.17700000000156
277,662.9313584514102
278,460.48883392473965
279,426.6019631012591
280,708.8742000000013
281,576.327604827588
282,277.24230000000057
283,542.2209971428586
284,267.3576000000002
285,523.619146336207
286,689.0525000000013
287,402.08239999999944
288,710.2339999999979
289,408.1055565517245
290,367.7736000000004
291,449.98028494201276
292,499.2035000000021
293,339.89770000000095
294,406.4755999999991
295,602.3913999999986
296,602.350112384858
297,697.7866000000023
298,532.6232000000017
299,675.7160000000002
300,713.6912103448283
301,575.2445826108392
302,449.1523999999992
303,620.207021428573
304,474.0994999999981
305,531.4202999999992
306,732.6351720689661
307,710.2339999999979
308,500.7202000000003
309,532.6232000000017
310,363.0760763009396
311,474.0994999999981
312,310.66199999999924
313,427.1817303571442
314,290.19140642857144
315,576.1891000000019
316,479.0558589285695
317,310.66199999999924
318,513.7616558620678
319,736.4097781461401
320,663.1568207689849
321,440.1567999999987
322,267.56680000000034
323,533.2508000000003
324,754.5932626600969
325,309.56369999999936
326,660.745653152708
327,436.7572999999991
328,385.4531190517251
329,304.1768000000006
330,474.0994999999981
331,361.92122999999935
332,605.3928102627265
333,647.8923999999982
334,583.1972999999999
335,577.7581000000007
336,755.9441999999984
337,436.7572999999991
338,449.1523999999992
339,718.9158000000018
340,474.0994999999981
341,427.76170000000184
342,767.3456000000004
343,393.40060000000074
344,301.5183240147782
345,636.2405043134793
346,662.2225999999987
347,743.1306999999986
348,440.1567999999987
349,416.25570000000124
350,367.7736000000004
351,361.91058965517254
352,324.78622452257775
353,755.1073999999978
354,724.5118999999981
355,360.70548544061376
356,402.0823999999994
357,350.9853000000002
358,366.26738208068195
359,680.2137999999987
360,398.6576371157871
361,284.30280000000005
362,486.96530000000143
363,281.4785999999999
364,284.30280000000005
365,364.22657793103565
366,608.5746873004939
367,275.98709999999926
368,473.7333999999988
369,326.0252151724146
370,760.4765059770132
371,312.8181548097974
372,677.2850000000028
373,688.2239958620678
374,732.785946785717
375,629.2911610775848
376,650.894059310345
377,418.1385000000008
378,598.5580872801709
379,754.7412999999983
380,724.5118999999981
381,714.2611000000026
382,513.0570486206884
383,735.1811000000013
384,484.14109999999914
385,779.6883999999992
386,700.8723000000016
387,535.9181000000005
388,676.6573999999976
389,700.1028034390116
390,583.1972999999999
391,470.17700000000156
392,453.93761555172284
393,640.7272999999989
394,282.04493428571476
395,453.9332962931021
396,324.0762028571419
397,455.3761000000008
398,728.9051000000027
399,453.91169999999863
400,327.7907910344836
401,602.7575000000015
402,302.1046701354678
403,284.30280000000005
404,767.3456000000004
405,460.2775673304593
406,436.9665000000008
407,660.2351999999994
408,383.2021000000005
409,268.6880037931036
410,435.44980000000055
411,640.1682310344822
412,427.76170000000184
413,714.2611000000026
414,773.098599999998
415,560.6560000000017
416,351.4559999999989
417,419.91670000000147
418,463.6021796542742
419,474.0994999999981
420,427.76170000000184
421,565.9905999999997
422,752.528468965519
423,779.6883999999992
424,733.1937000000028
425,710.8616000000002
426,519.7574000000018
427,281.7403801785719
428,714.2611000000026
429,418.400000000001
430,343.506399999999
431,500.05580965517447
432,312.9109000000004
433,452.6975928571421
434,558.1978999999993
435,406.4755999999991
436,642.0871000000002
437,722.6814000000012
438,589.9367862068966
439,733.1937000000028
440,364.26950000000045
441,676.6573999999976
442,454.0830305919527
443,578.2287999999985
444,739.4174000000014
445,355.0624778940894
446,404.38360000000057
447,358.0064848275856
448,278.70670000000007
449,727.9636999999975
450,351.8199358620697
451,689.0525000000013
452,590.1744970846396
453,611.2766289655158
454,493.67845586207
455,657.1775545701978
456,312.869240344828
457,314.3712978477018
458,553.0201999999992
459,710.1102319211802
460,676.6573999999976
461,396.22480000000166
462,748.0991999999981
463,314.21749827586166
464,510.2487790804585
465,414.195260344828
466,501.97540000000095
467,578.5923751724146
468,486.96530000000143
469,659.6188271811709
470,602.3913999999986
471,608.7719999999983
472,695.0330951724129
473,618.4474999999991
474,708.8742000000013
475,304.24198821428627
476,495.75170000000014
477,509.0881999999987
478,402.76230000000044
479,313.0677999999996
480,719.3864999999978
481,613.4266999999982
482,620.0668036504212
483,383.2021000000005
484,777.2826000000018
485,688.163400000001
486,268.1421000000002
487,497.9064600000001
488,688.163400000001
489,281.91754642857137
490,326.256056551724
491,277.24230000000057
492,312.9109000000004
493,343.6109999999992
494,618.3643610344842
495,477.3944
496,599.7476350000001
497,642.0871000000002
498,658.0908999999995
499,312.9109000000004
500,754.7412999999983
501,373.62919158839543
502,304.24198821428627
503,448.4564364285706
504,728.9051000000027
505,279.1251
506,474.0994999999981
507,733.1937000000027
508,356.42450000000065
509,777.2246964285724
510,477.3944
511,629.2911610775848
512,747.8847699999989
513,431.11121227832564
514,343.6109999999992
515,619.0228000000016
516,274.1565999999998
517,427.76170000000184
518,675.7160000000002
519,277.03310000000045
520,474.72709999999836
521,678.8672617857142
522,718.9158000000018
523,532.6232000000017
524,721.8523413017236
525,565.5122623965515
526,366.4567821839082
527,474.0994999999981
528,470.17700000000156
529,495.7517000000002
530,602.7575000000015
531,640.518100000001
532,689.0525000000013
533,689.3662999999985
534,660.63556551724
535,277.24230000000057
536,453.9548925862056
537,738.8230478571418
538,501.97540000000095
539,558.1978999999993
540,694.9624000000003
541,400.81561928571546
542,769.6990999999988
543,265.6317000000005
544,693.6721475235099
545,763.8674149076364
546,428.6285725000014
547,553.0201999999992
548,602.7575000000015
549,343.6109999999992
550,274.1565999999998
551,427.76170000000184
552,697.7866000000022
553,715.0102524137959
554,470.17700000000156
555,282.4424142857144
556,718.9158000000018
557,735.1811000000013
558,300.8295999999999
559,477.3944
560,282.99530000000027
561,358.7246179310352
562,689.3662999999985
563,326.3519999999994
564,725.9762999999975
565,484.1410999999992
566,689.0478110344816
567,338.69479999999953
568,767.3456000000004
569,576.1891000000019
570,469.2761443278098
571,402.76230000000044
572,677.2850000000028
573,557.8318
574,568.4761124137933
575,432.05030000000113
576,432.05030000000113
577,344.0569555185849
578,555.2395234482758
579,675.7160000000002
580,675.7160000000002
581,610.5501999999985
582,292.67079999999993
583,386.66631106018673
584,418.1385000000008
585,484.1410999999992
586,363.32809999999915
587,328.13019999999966
588,755.9441999999985
589,449.1523999999992
590,697.0288109486838
591,550.1437000000004
592,322.1658358620691
593,755.1073999999978
594,623.7298000000008
595,524.657729655173
596,584.1910000000007
597,656.2603999999993
598,403.96519999999896
599,531.6885732754902
600,722.6814000000012
601,277.24230000000057
602,363.32809999999915
603,282.99530000000016
604,741.6067153571429
605,516.7762999999984
606,427.25366862068904
607,329.53146642857087
